source_key,source_page,source_position,name,comment,created_at
gameslice:p203:c4,203,4,Nokolas,"Very awesome look at Valve!  Couldn't stop reading this app. I hope to see more apps like this in the future (maybe for Half-Life 3, if it ever gets made).",2011-05-14 21:15:00
gameslice:p203:c5,203,5,joe,Really good!! One of my favourite apps thanks!!,2011-05-14 20:14:00
gameslice:p203:c6,203,6,Henrique Sousa,"Amazing app! Worth every cent. Now, I'm off to play Portal 2!",2011-05-14 17:54:00
gameslice:p203:c7,203,7,Stu Preece,"Absolutely loved reading about Portal 2, would be great to see all this produced as a nice coffee table book :) Valve and it's team of writers, designers, animators and coders should be congratulated for sharing their experiences on this stunning achievement.",2011-05-14 17:19:00
gameslice:p203:c8,203,8,Barry M,Very enjoyable. Played the game 2x and still finding new things. I love the insight from your presentation. Go Valve!!,2011-05-14 16:47:00
gameslice:p203:c9,203,9,Tigerriot,Awesome app.  Please make one for Uncharted 3!,2011-05-14 13:16:00
gameslice:p203:c10,203,10,N47H,"A masterclass in game journalism, design and a true example of the transition from paper to tablet device for magazines. 

Thoroughly enjoyable read, and. Great insight to the video game of the year, if not decade.",2011-05-14 10:33:00
gameslice:p204:c1,204,1,Disruptive1,"Love you app, posted a comment in the iTunes stores about it. I'm in NZ so only shows on NZ app store page? Would love to be able to save some of the images to my ipad, like the concept art ones, I guess copyright may be an issue with this? The format of the app is very interactive, well done! You may have invented a great magazine/book/article format for the iPad for other developers to use. Look forward to your next project, I hope :-) p.s love Valve and all that they do....",2011-05-14 02:24:00
gameslice:p204:c2,204,2,Reiss O\'Shaughnessy,This app is brilliant. Worth every penny! I hope you do the same for Valve's next game. -Thanks.,2011-05-14 01:40:00
gameslice:p204:c3,204,3,Greg White,Brilliant use of the iPad. Would definitely purchase more for seminal works in any media.,2011-05-14 00:20:00
gameslice:p204:c4,204,4,Nuno,"Loved every litle detail of it! Forget half life 3 and move to portal 3 :D conratulations on the game, it's simply brilliant! I have to say that the first ending song was better though :)

This was a triumph!",2011-05-14 00:00:00
gameslice:p204:c5,204,5,Eli,Interesting,2011-05-13 20:49:00
gameslice:p204:c6,204,6,Ewan,Good read pleas make more.,2011-05-13 19:17:00
gameslice:p204:c7,204,7,"Cory \""cr0ybot\""",What an amazing insight into the culture and personality of the enigmatic Valve Software. Would be a dream come true to work there. Too bad I didn't go to DigiPen... lol.,2011-05-13 16:44:00
gameslice:p204:c8,204,8,Wasim Afzal,"A brilliant, fantastic, interactive insight into Valve. A must for any fan of the Portal games! 10/10",2011-05-13 15:42:00
gameslice:p204:c9,204,9,Peetnparrot,"Very enjoyable to read about how Valve works. Can't wait to get the game,  Peet",2011-05-13 13:48:00
gameslice:p204:c10,204,10,Elaine scanlon,It was............. Entertaining,2011-05-13 11:48:00
gameslice:p205:c1,205,1,Elizabeth,"Great read! I have been instilled with tremendous respect for and love of Valve.  Talk about a company that has its priorities straight. Also, a great app; easy to use and very engaging. I'd be all over more apps like this for other games I adore.",2011-05-13 10:27:00
gameslice:p205:c2,205,2,Jason,Loved it. Worth every penny.,2011-05-13 06:45:00
gameslice:p205:c3,205,3,Jesse,Awesome.  Loved the personal tone of the writing.  Visuals were elegant and not over used.  Design felt just right.  Loved the variety of interactive experiences.  The polls were cool too.  Those feedback moments felt like part of the story and apropos valve's culture.  What an immersive and fresh reading experience.  Thx!,2011-05-13 06:45:00
gameslice:p205:c4,205,4,Sean,"I enjoyed this will you do more? Different games, consoles, etc!",2011-05-13 06:30:00
gameslice:p205:c5,205,5,Steve,Very enjoyable read. It was nice to get a behind the scenes peek at the humanity that goes into a game that is a great deal about what it means to be human.,2011-05-13 04:46:00
gameslice:p205:c6,205,6,Jared,"Amazing work. Thank you, Geoff and Valve.",2011-05-13 04:21:00
gameslice:p205:c7,205,7,Shaun,I really enjoyed reading this :),2011-05-13 01:18:00
gameslice:p205:c8,205,8,Josh,Great book. Enjoyed reading about such an awesome company.,2011-05-13 01:15:00
gameslice:p205:c9,205,9,Joseph,Thanks for the wonderful read. :-),2011-05-13 00:35:00
gameslice:p205:c10,205,10,Robert Gaal,"Absolutely loved reading your app. If we're taking about Valve setting a standard of inspiring quality, then I'd say: you've done the same here.",2011-05-12 21:24:00
gameslice:p206:c1,206,1,Landozelig,"After completing Portal 2 twice, this app was a no brainer. Thoroughly enjoyed it. This is what an iPad book should be!!!",2011-05-12 17:03:00
gameslice:p206:c2,206,2,Tim,I really thoroughly enjoyed this book. A great read and an awesome insight into the best game company in the world!!!,2011-05-12 16:29:00
gameslice:p206:c3,206,3,Lutti Lippe,Simply fantastic. I wish an app like this came out for every Valve release.,2011-05-12 15:51:00
gameslice:p206:c4,206,4,Tom,"Great app, great read, great idea!",2011-05-12 14:15:00
gameslice:p206:c5,206,5,Yazmeizter,"Fanastic, I want to work at Valve... Wonder what they are up to now :)",2011-05-12 11:46:00
gameslice:p206:c6,206,6,Michael Frtiz,"Pleads make this a series. Amazing look at the process. Very interesting, and I loved the interactive elements.",2011-05-12 09:37:00
gameslice:p206:c7,206,7,Jon,"Great story, Geoff. Thanks!",2011-05-12 06:57:00
gameslice:p206:c8,206,8,Mark,"In this book I saw a lot of things that I felt I'd love in the final game. But guess what? All the extra stuff just makes it another game, with too many mechanics that might just confuse you even further. Looking into the creative proccess I realized what makes Vakve games so special to me. Despite the fact they mostly have a fixed storyline, you still feel at the command of it. And no matter how many times you play, you can not grasp all the love that has been put into it. Thank you, Geoff, for providing such an insight for us, and thank you, Valve. Keep your teeth safe.",2011-05-12 06:45:00
gameslice:p206:c9,206,9,Brian Peek,Fantastic look into the creation of a fantastic game.  Thanks!,2011-05-12 04:21:00
gameslice:p206:c10,206,10,Ben,"Fantastic app, fantastic read. I would buy these regularly if they came out coinciding with other games.",2011-05-12 04:02:00
gameslice:p207:c1,207,1,Will Pritz,"I hope there isn't a sequel. Why? Because, how could you continue it? It could only get worse. Thanks, valve. I hope to work with you someday.",2011-05-11 22:39:00
gameslice:p207:c2,207,2,Wader,"Good work, want more, get onto it.",2011-05-11 22:28:00
gameslice:p207:c3,207,3,Sascha from Germany,I only want to thank you for this fantastic Game <3,2011-05-11 19:09:00
gameslice:p207:c4,207,4,Jonathan,Great. Portal is what all video game designers should aspire to. And The Final Hours of Portal 2 is what video game journalists should.,2011-05-11 19:00:00
gameslice:p207:c5,207,5,Chris Fried,A wonderful companion to a fantastic game.,2011-05-11 18:28:00
gameslice:p207:c6,207,6,Corey,"I really enjoyed the reading, im sick and really in alot of pain-nothing I can do about it right now but wait it out til it heals-thanks valve for making the healing time pass a little faster",2011-05-11 16:46:00
gameslice:p207:c7,207,7,Jake,Wow...................I LOVE ALL OF IT!!!!!!!!!!!!!!!!!,2011-05-11 14:57:00
gameslice:p207:c8,207,8,Dave,"I didn't buy the iPad app because I'm a Valve fanboy--I wanted to experience the story-telling methodology. Got engrossed in the story, became a Gabe/Valve fan, and even watched the entire 42 min video conference with the high school. Nice job Valve. Nice job Geoff.",2011-05-11 11:47:00
gameslice:p207:c9,207,9,Erik Arvedson,A virtual page turner. Thanks.,2011-05-11 09:18:00
gameslice:p207:c10,207,10,Lone Waffle,This makes me want to get into game development.,2011-05-11 06:14:00
gameslice:p208:c1,208,1,David Stelzer,As I told you before.  Loved it.  Just read it again.  See you at E3,2011-05-11 04:39:00
gameslice:p208:c2,208,2,Gughunter,Read it all in one long sitting and loved it.,2011-05-11 04:25:00
gameslice:p208:c3,208,3,Ymode,Thanks.,2011-05-11 03:56:00
gameslice:p208:c4,208,4,Ruddigger,"This was fantastic, it left me me wanting more. I wish that mainstream games journalism was more like this, and less like PR regurgitation.",2011-05-11 03:19:00
gameslice:p208:c5,208,5,Chad,"As a recent graduate and fresh entrant to the wonderful industry of game development, thank you for this incredible and inspiring look behind the curtain of Portal 2.",2011-05-11 01:15:00
gameslice:p208:c6,208,6,D Layton,"In 1981, Tracy Kidder released the book The Soul of a New Machine. The New York Times book review said ""... but beyond the narrative, or rather woven into it, is the computer itself, described physically, mechanically and conceptually..."". 
The same could be said of the Final Hours of Portal 2, simply change the word ""computer"" to ""game"". Well done.",2011-05-11 01:13:00
gameslice:p208:c7,208,7,Tim,"Great app! Really good information. From a design standpoint, though, I wish it took more advantage of the iPad exclusive functionality, but great overall.",2011-05-11 00:42:00
gameslice:p208:c8,208,8,Zachary Sekoski,"Absolutely great! This defenitly the best iPad app I've ever downloaded. Also, portal 2 is my favorite game ever.",2011-05-11 00:14:00
gameslice:p208:c9,208,9,Rick,An interesting read.  However I am disappointed that it was an iPad exclusive. If it were not for my stepmom owning one of these absurd contraptions I never would have had a chance to read it.,2011-05-10 23:54:00
gameslice:p208:c10,208,10,Garth,"A great read, and a great app. Please make more of these - I'll buy them.",2011-05-10 23:49:00
gameslice:p209:c1,209,1,Will Barnes,"Thank you Geoff, for the insight into a studio that I one day would love to emulate. This has been truly inspiring.",2011-05-10 23:10:00
gameslice:p209:c2,209,2,Luke Evans,"A great insight into what happens behind the games and what a game to choose to do this for. Brilliant app, perfect game",2011-05-10 22:27:00
gameslice:p209:c3,209,3,Tillman,Thank you for the light read and insight into the creation of my favorite video game.,2011-05-10 16:49:00
gameslice:p209:c4,209,4,Tim Douglas,Perfect. This is a perfect example of an entertaining and satisfying iPad experience. Hats off to every single person involved!,2011-05-10 16:09:00
